Taxpayer Type,Tax Year,Transaction Date,Income Source,Deduction Type,State,Income,Deductions,Taxable Income,Tax Rate,Tax Owed
Non-Profit,2019,2019-10-28,Salary,Education Expenses,MI,28555.91,1054.63,27501.28,0.25211561071002475,6933.5
Corporation,2022,2022-11-01,Salary,Charitable Contributions,TX,65695.55,11972.99,53722.560000000005,0.27930821329375105,15005.15
Trust,2020,2020-03-18,Salary,Mortgage Interest,NC,755285.57,125658.37,629627.2,0.15359177931268117,96705.56
Non-Profit,2019,2019-09-01,Rental,Medical Expenses,PA,176961.61,18910.55,158051.06,0.23572948446984815,37257.29
Partnership,2023,2023-04-20,Business Income,Education Expenses,NC,246505.21,46753.67,199751.53999999998,0.30108910151948803,60143.01
Non-Profit,2020,2020-02-12,Investment,Business Expenses,TX,911556.73,126599.43,784957.3,0.30479243751676277,239249.05
Partnership,2022,2022-11-03,Capital Gains,Education Expenses,IL,325026.16,49290.29,275735.87,0.2242324318708325,61828.92
Individual,2022,2022-06-22,Business Income,Mortgage Interest,OH,180181.31,21730.01,158451.3,0.3331807796331121,52792.93
Corporation,2021,2021-05-02,Royalties,Education Expenses,TX,951532.43,74485.17,877047.26,0.24884624305923012,218249.92
Corporation,2020,2020-03-03,Royalties,Business Expenses,PA,949646.53,267919.54,681726.99,0.11847595061739717,80768.25
Corporation,2019,2019-12-08,Investment,Education Expenses,PA,118342.18,2579.87,115762.31,0.26159960163553253,30283.37
Individual,2022,2022-04-23,Investment,Charitable Contributions,OH,862633.35,95145.74,767487.61,0.3352735385714599,257318.29
Partnership,2023,2023-07-03,Rental,Charitable Contributions,FL,317811.66,53221.47,264590.18999999994,0.16808190139330914,44472.82
Corporation,2019,2019-04-08,Royalties,Business Expenses,NY,673712.07,174754.15,498957.9199999999,0.3352361896989354,167268.75
Trust,2021,2021-10-16,Investment,Business Expenses,OH,385234.76,107217.69,278017.07,0.14796580773856804,41137.02
Corporation,2022,2022-02-23,Investment,Mortgage Interest,CA,251057.64,49782.17,201275.47000000003,0.2128329931060443,42838.06
Individual,2020,2020-05-22,Investment,Business Expenses,NC,125591.28,17173.81,108417.47,0.36423202984770087,39489.12
Individual,2020,2020-08-24,Royalties,Business Expenses,TX,597629.02,48511.98,549117.04,0.30948773573450367,169944.99
Individual,2022,2022-01-06,Royalties,Education Expenses,CA,750640.33,131510.44,619129.8899999999,0.19903722121590978,123229.89
Individual,2021,2021-07-18,Investment,Charitable Contributions,GA,703148.49,208203.18,494945.31,0.13249277234097867,65576.68
Partnership,2019,2019-10-04,Business Income,Medical Expenses,MI,125085.93,25467.24,99618.68999999999,0.16589551033568123,16526.29
Corporation,2022,2022-04-15,Royalties,Charitable Contributions,FL,509061.05,134432.9,374628.15,0.18489011882256212,69265.04
Trust,2019,2019-09-03,Rental,Mortgage Interest,GA,443072.16,66978.37,376093.79,0.14289684346389114,53742.62
Non-Profit,2021,2021-10-19,Salary,Medical Expenses,MI,668060.33,97608.4,570451.9299999999,0.2873853241006716,163939.51
Non-Profit,2021,2021-05-23,Investment,Mortgage Interest,NC,397215.92,94036.82,303179.1,0.14173549427177767,42971.24
Partnership,2022,2022-02-27,Royalties,Charitable Contributions,FL,266893.43,12457.57,254435.86,0.24189507893852233,61546.78
Partnership,2023,2023-07-27,Salary,Medical Expenses,NC,29241.43,5376.4,23865.03,0.1849129859693538,4412.95
Trust,2023,2023-12-12,Business Income,Charitable Contributions,TX,210655.26,19972.73,190682.53,0.3497600959424487,66693.14
Trust,2019,2019-08-27,Capital Gains,Medical Expenses,IL,29592.78,6293.14,23299.64,0.13644801812014032,3179.19
Corporation,2022,2022-08-27,Business Income,Business Expenses,MI,111655.34,23182.78,88472.56,0.35030300651144,30992.2
Individual,2021,2021-09-20,Capital Gains,Education Expenses,OH,376337.54,68723.36,307614.18,0.22988396810511919,70715.57
Partnership,2023,2023-11-18,Rental,Education Expenses,FL,193258.4,20389.28,172869.12,0.20330548196610793,35145.24
Trust,2021,2021-06-22,Rental,Medical Expenses,PA,743764.6,131737.42,612027.1799999999,0.3242099827441365,198425.32
Trust,2022,2022-05-16,Capital Gains,Charitable Contributions,NC,702598.52,108790.02,593808.5,0.15397716889699656,91432.95
Partnership,2021,2021-05-31,Capital Gains,Education Expenses,TX,686822.79,122270.16,564552.63,0.3448873381332722,194707.05
Non-Profit,2020,2020-12-20,Salary,Medical Expenses,CA,671208.51,32610.9,638597.61,0.14893547079338837,95109.84
Individual,2023,2023-06-08,Salary,Medical Expenses,GA,668973.94,112670.27,556303.6699999999,0.12421048976303763,69098.75
Partnership,2023,2023-04-13,Salary,Mortgage Interest,NC,63139.53,8628.28,54511.25,0.13982252926630623,7621.9
Individual,2021,2021-06-26,Salary,Business Expenses,MI,944111.55,197955.29,746156.26,0.19398799242835824,144745.35
Individual,2023,2023-10-02,Royalties,Charitable Contributions,NY,727304.45,34606.04,692698.4099999999,0.21004895980489477,145500.58
Partnership,2021,2021-06-02,Royalties,Business Expenses,IL,785085.15,206244.5,578840.65,0.25275600645674723,146305.45
Trust,2021,2021-08-12,Rental,Charitable Contributions,NY,692734.86,143669.89,549064.97,0.12054183754953247,66185.3
Non-Profit,2020,2020-02-25,Business Income,Medical Expenses,CA,752562.47,21188.5,731373.97,0.1898580563525848,138857.24
Partnership,2021,2021-07-08,Capital Gains,Business Expenses,PA,735934.56,78367.54,657567.02,0.16849927536083853,110799.57
Non-Profit,2022,2022-04-03,Business Income,Mortgage Interest,IL,223853.02,54709.67,169143.34999999998,0.3528682871817487,59685.32
Trust,2022,2022-12-22,Royalties,Business Expenses,PA,644039.03,47211.47,596827.56,0.35565917222456234,212267.2
Corporation,2022,2022-12-11,Investment,Education Expenses,IL,134997.98,28104.47,106893.51000000001,0.3088196569765119,33010.82
Partnership,2020,2020-07-01,Investment,Education Expenses,NY,319933.37,92840.92,227092.45,0.1171808133904822,26610.88
Trust,2020,2020-06-09,Business Income,Charitable Contributions,NY,880981.89,139301.2,741680.69,0.1729657676039778,128285.37
Partnership,2020,2020-07-26,Investment,Education Expenses,TX,820834.2,168179.1,652655.1,0.275227050999569,179628.34
Non-Profit,2023,2023-04-02,Royalties,Education Expenses,NY,778685.21,156677.75,622007.46,0.3292534163498033,204798.08
Corporation,2020,2020-10-18,Investment,Charitable Contributions,GA,40956.89,710.65,40246.24,0.29076242762945237,11702.09
Trust,2020,2020-11-13,Rental,Education Expenses,OH,65551.07,13780.97,51770.100000000006,0.28906533325476413,14964.94
Trust,2023,2023-11-23,Salary,Mortgage Interest,OH,809180.36,226067.63,583112.73,0.31331058423547264,182695.39
Individual,2021,2021-09-13,Rental,Business Expenses,NC,108384.77,32070.94,76313.83,0.2453977120815255,18727.24
Partnership,2023,2023-10-22,Rental,Charitable Contributions,NC,437698.95,31383.29,406315.66000000003,0.2524270092113181,102565.05
Corporation,2020,2020-10-18,Salary,Education Expenses,PA,161551.39,32660.62,128890.77000000002,0.1259332123371155,16231.63
Individual,2020,2020-07-01,Capital Gains,Charitable Contributions,GA,299635.06,89669.66,209965.4,0.244897708554555,51420.05
Corporation,2019,2019-11-18,Capital Gains,Charitable Contributions,NC,535754.3,111854.2,423900.10000000003,0.17120745804189302,72574.86
Individual,2022,2022-01-31,Capital Gains,Medical Expenses,OH,231069.29,32234.61,198834.68,0.13190406876942046,26227.1
Individual,2022,2022-03-04,Capital Gains,Charitable Contributions,GA,643233.89,186409.6,456824.29000000004,0.22207437845874217,101448.97
Trust,2021,2021-08-25,Royalties,Education Expenses,NC,180048.86,29940.21,150108.65,0.25028380511435583,37569.76
Partnership,2019,2019-03-10,Salary,Charitable Contributions,IL,869037.55,96576.08,772461.4700000001,0.17662675944742126,136437.37
Non-Profit,2019,2019-04-13,Investment,Charitable Contributions,NY,358732.95,93523.75,265209.2,0.3621326739962125,96040.92
Individual,2022,2022-12-29,Investment,Medical Expenses,NC,985370.83,91471.93,893898.8999999999,0.29109699614917484,260211.28
Individual,2022,2022-10-12,Investment,Medical Expenses,OH,279426.58,18424.58,261002.0,0.24135157562294504,62993.24
Partnership,2022,2022-09-27,Capital Gains,Medical Expenses,FL,508981.99,80973.14,428008.85,0.28031349430018226,119976.66
Individual,2022,2022-04-10,Royalties,Medical Expenses,PA,336707.46,40809.38,295898.08,0.25391490726188287,75132.93
Corporation,2020,2020-01-23,Royalties,Charitable Contributions,CA,435288.85,16578.03,418710.81999999995,0.25648023112836427,107391.05
Corporation,2019,2019-05-30,Salary,Business Expenses,OH,64425.9,13219.97,51205.93,0.21677440092240952,11100.13
Corporation,2019,2019-11-19,Royalties,Medical Expenses,TX,308944.83,63095.54,245849.29,0.2648500072268006,65113.19
Corporation,2020,2020-08-15,Investment,Charitable Contributions,NY,630485.82,56585.9,573899.9199999999,0.2762690322504009,158550.78
Partnership,2021,2021-05-31,Salary,Business Expenses,MI,147146.47,7890.78,139255.69,0.3327228503006462,46333.55
Partnership,2021,2021-03-13,Salary,Charitable Contributions,TX,398545.6,101443.64,297101.95999999996,0.35693672905524676,106046.6
Partnership,2021,2021-04-28,Salary,Education Expenses,FL,445836.2,6973.31,438862.89,0.11319284214140848,49676.14
Individual,2020,2020-09-17,Investment,Mortgage Interest,GA,987206.72,78052.16,909154.5599999999,0.10869502592639535,98820.58
Partnership,2021,2021-10-30,Royalties,Medical Expenses,FL,455492.28,75248.75,380243.53,0.16372581825218094,62255.68
Trust,2021,2021-05-18,Capital Gains,Mortgage Interest,MI,460527.93,104767.5,355760.43,0.35037599023816113,124649.91
Corporation,2019,2019-11-17,Investment,Charitable Contributions,GA,914719.79,261280.0,653439.79,0.17124272505379373,111896.81
Trust,2022,2022-02-18,Salary,Mortgage Interest,MI,275245.52,50246.11,224999.41000000003,0.23823302604745158,53602.29
Non-Profit,2019,2019-11-13,Capital Gains,Charitable Contributions,CA,532730.07,117632.05,415098.01999999996,0.2701746089262075,112148.95
Corporation,2022,2022-06-23,Business Income,Charitable Contributions,GA,307229.1,57822.49,249406.61,0.31268575321780634,77985.89
Trust,2023,2023-06-01,Business Income,Medical Expenses,GA,81535.87,6196.19,75339.68,0.2704337939168216,20374.4
Trust,2021,2021-03-01,Salary,Charitable Contributions,IL,634407.61,83679.9,550727.71,0.3439294010932029,189411.45
Individual,2023,2023-10-05,Rental,Medical Expenses,OH,270236.46,72364.59,197871.87000000002,0.12236198650328811,24212.0
Non-Profit,2020,2020-02-02,Capital Gains,Mortgage Interest,NY,236195.52,21739.13,214456.38999999998,0.217096107012896,46557.65
Partnership,2023,2023-07-28,Capital Gains,Charitable Contributions,OH,271712.26,7560.26,264152.0,0.30765115773545415,81266.67
Trust,2020,2020-11-19,Rental,Mortgage Interest,MI,812492.51,151986.3,660506.21,0.17245438768717958,113907.19
Partnership,2019,2019-02-07,Salary,Business Expenses,PA,33361.94,5914.68,27447.260000000002,0.3356745900459185,9213.35
Non-Profit,2021,2021-11-24,Rental,Business Expenses,NC,91144.56,7804.81,83339.75,0.3012346349112875,25104.82
Trust,2022,2022-03-17,Rental,Education Expenses,IL,536883.36,7191.92,529691.44,0.3010623062010642,159470.13
Trust,2022,2022-05-19,Business Income,Charitable Contributions,TX,58541.61,865.94,57675.67,0.35865924835962615,20685.91
Trust,2020,2020-12-23,Investment,Medical Expenses,TX,702233.22,51058.52,651174.7,0.10832713464974031,70539.89
Non-Profit,2021,2021-02-27,Business Income,Business Expenses,GA,622812.69,102773.94,520038.74999999994,0.19154771332884063,99612.23
Trust,2021,2021-10-28,Business Income,Mortgage Interest,GA,556882.05,7385.37,549496.68,0.13501740049634262,74191.61
Non-Profit,2022,2022-08-18,Capital Gains,Mortgage Interest,FL,106679.92,2497.58,104182.34,0.11833483928877868,12328.4
Partnership,2021,2021-12-09,Capital Gains,Mortgage Interest,MI,89836.63,4332.49,85504.14,0.3464019943714628,29618.8
Non-Profit,2021,2021-10-17,Business Income,Business Expenses,TX,618524.51,173043.28,445481.23,0.3522260862763019,156910.11
Non-Profit,2020,2020-10-18,Royalties,Medical Expenses,FL,642725.64,17106.04,625619.6,0.26959911294242767,168666.49
Partnership,2022,2022-08-07,Rental,Charitable Contributions,NC,962410.45,217805.65,744604.7999999999,0.3571181401781265,265911.88
Corporation,2021,2021-08-02,Business Income,Business Expenses,GA,855010.74,124027.92,730982.82,0.32489951704260983,237495.97
Individual,2020,2020-09-10,Royalties,Medical Expenses,TX,187182.52,31142.2,156040.31999999998,0.11476546795681225,17908.04
Non-Profit,2022,2022-10-27,Salary,Medical Expenses,GA,845612.23,223402.93,622209.3,0.30904367940446753,192289.85
Partnership,2022,2022-03-27,Royalties,Mortgage Interest,CA,824060.58,192275.21,631785.37,0.1569782569753842,99176.57
Partnership,2021,2021-10-05,Business Income,Education Expenses,MI,196766.2,49852.45,146913.75,0.3696088564581651,54300.62
Corporation,2023,2023-12-01,Business Income,Charitable Contributions,GA,45229.33,5906.7,39322.630000000005,0.21767981256205934,8559.74
Corporation,2023,2023-04-06,Salary,Business Expenses,MI,112545.92,28759.6,83786.32,0.23073034362497039,19332.05
Corporation,2020,2020-12-18,Royalties,Business Expenses,OH,155230.99,141.06,155089.93,0.24801999256483173,38465.4
Individual,2022,2022-11-25,Investment,Medical Expenses,FL,631087.85,97845.18,533242.6699999999,0.12803111926204452,68271.66
Individual,2020,2020-10-03,Rental,Charitable Contributions,PA,844663.86,127682.24,716981.62,0.3643864886723768,261258.41
Corporation,2021,2021-12-16,Capital Gains,Mortgage Interest,TX,721098.42,31341.52,689756.9,0.25714242110714236,177365.76
Corporation,2021,2021-07-25,Business Income,Charitable Contributions,NY,324074.2,58736.29,265337.91000000003,0.22660512918072948,60126.93
Partnership,2021,2021-11-08,Business Income,Education Expenses,TX,845519.51,246300.91,599218.6,0.3657518230709714,219165.3
Trust,2019,2019-08-20,Investment,Business Expenses,FL,74816.79,3192.47,71624.31999999999,0.29332417370849245,21009.14
Trust,2019,2019-06-19,Royalties,Medical Expenses,CA,877116.45,239588.13,637528.32,0.3656848752750772,233134.46
Individual,2022,2022-01-14,Business Income,Mortgage Interest,FL,151513.77,1671.55,149842.22,0.33506349697549603,50206.66
Individual,2022,2022-02-12,Salary,Medical Expenses,MI,337126.0,92289.5,244836.5,0.2541468663444498,62224.43
Corporation,2021,2021-06-11,Salary,Medical Expenses,NC,324792.39,82987.59,241804.80000000002,0.2441861814065804,59045.39
Individual,2021,2021-12-22,Royalties,Education Expenses,NC,977900.99,208464.26,769436.73,0.1483734124677692,114163.95
Individual,2022,2022-07-10,Royalties,Charitable Contributions,PA,489394.0,98632.16,390761.83999999997,0.15964285170154774,62382.33
Corporation,2022,2022-08-04,Royalties,Mortgage Interest,TX,915788.91,196532.47,719256.4400000001,0.27781177428557857,199817.91
Non-Profit,2020,2020-01-17,Salary,Mortgage Interest,PA,843722.84,206580.74,637142.1,0.27629401889657396,176038.55
Individual,2022,2022-11-17,Investment,Business Expenses,CA,55088.45,10508.47,44579.979999999996,0.3318017543000522,14791.72
Corporation,2022,2022-09-08,Business Income,Education Expenses,FL,465770.43,55439.27,410331.16,0.10811959488663257,44364.84
Corporation,2021,2021-02-19,Business Income,Mortgage Interest,PA,930622.22,145387.07,785235.1499999999,0.20393402630806579,160136.17
Trust,2020,2020-07-02,Capital Gains,Charitable Contributions,OH,436023.27,1712.66,434310.61000000004,0.1396349279767639,60644.93
Individual,2023,2023-05-24,Capital Gains,Medical Expenses,FL,416391.06,57862.27,358528.79,0.1999075723511829,71672.62
Corporation,2019,2019-02-15,Royalties,Education Expenses,NC,378812.13,73096.1,305716.03,0.2878733766602497,88007.51
Trust,2020,2020-08-10,Salary,Mortgage Interest,NC,105375.28,2093.75,103281.53,0.3411492031344844,35234.41
Partnership,2023,2023-02-27,Investment,Education Expenses,PA,425621.97,93716.3,331905.67,0.3490017895168105,115835.67
Partnership,2022,2022-11-22,Rental,Mortgage Interest,TX,447971.42,126332.43,321638.99,0.36682942271509145,117986.65
Partnership,2022,2022-11-17,Capital Gains,Charitable Contributions,NY,801327.22,113609.26,687717.96,0.14915805574271568,102578.67
Partnership,2020,2020-05-13,Royalties,Charitable Contributions,IL,728939.81,125786.0,603153.81,0.13274802069338965,80067.47
Trust,2022,2022-02-09,Rental,Education Expenses,FL,195585.74,42950.73,152635.00999999998,0.2647910391395185,40416.38
Non-Profit,2019,2019-11-21,Investment,Mortgage Interest,CA,130008.97,3217.83,126791.14,0.3264455199082412,41390.4
Partnership,2020,2020-02-21,Royalties,Business Expenses,OH,252162.35,22902.54,229259.81,0.2129893002902413,48829.89
Partnership,2021,2021-06-08,Royalties,Mortgage Interest,NC,666556.12,198873.34,467682.78,0.15266661128587872,71399.55
Corporation,2023,2023-02-15,Rental,Mortgage Interest,NC,507635.83,97498.1,410137.73,0.35156044599974345,144188.2
Trust,2021,2021-02-04,Business Income,Education Expenses,FL,851459.76,83743.33,767716.43,0.25068917164179955,192458.2
Partnership,2020,2020-04-17,Business Income,Charitable Contributions,GA,609668.39,47017.61,562650.78,0.14525995272543246,81730.63
Corporation,2023,2023-10-19,Business Income,Business Expenses,NC,762460.73,75855.72,686605.01,0.17714883849673765,121631.28
Partnership,2021,2021-08-18,Investment,Charitable Contributions,FL,623645.7,104466.9,519178.79999999993,0.18638483012936985,96767.05
Partnership,2021,2021-06-22,Salary,Education Expenses,TX,218394.2,7384.53,211009.67,0.15250752825317337,32180.56
Non-Profit,2021,2021-05-03,Salary,Mortgage Interest,NC,592311.7,98604.1,493707.6,0.220543557543794,108884.03
Trust,2022,2022-03-11,Capital Gains,Education Expenses,FL,227095.35,33851.99,193243.36000000002,0.12517826405486426,24189.87
Corporation,2020,2020-11-19,Capital Gains,Business Expenses,OH,444131.07,72629.17,371501.9,0.1392972957969969,51749.21
Corporation,2023,2023-05-06,Royalties,Mortgage Interest,OH,860427.36,7357.45,853069.91,0.34952525118051614,298169.47
